"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"APICOLTURA GOCCE D'ORO",,,,"Prodotti tipici","46.158166","11.288884","Fraz. Piazze, Via G.Marconi, 35",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"APT Altopiano di Piné e Valle di Cembra",,,,"Ufficio informazioni turistiche","46.134085","11.248699","Via C. Battisti nr. 106",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"APT Altopiano di Piné e Valle di Cembra",,,,"Ufficio informazioni turistiche","46.17544","11.222072","Piazza S.Rocco,10",38034,"CEMBRA",,,,,,,,,,,,,,,,,,,,,,,,,,
"Area Archeologica Acqua Fredda",,"L'area archeologica Acqua fredda è una delle più importanti fonderie preistoriche della tarda età del Bronzo (XIII-XI sec.a.C.) d'Europa. Qui gli archeologi hanno riportato alla luce una batteria di nove forni fusori.","At the Redebus Pass is located the archaeological site of Acqua Fredda, one of the most important prehistoric foundries of Europe of the late bronze age (XIII-XI century BC). The archaeologists at the site have brought to light a battery of nine rectangular shaped smelting furnaces and other instruments for working copper such as mill stones, the terminal parts of the bellows used to keep the temperature at around 1200°C. There is also an interesting decorated bronze brooch dating back to the end of the bronze age (XI century BC). ","Museo","'46.13","'11.3213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARTE E MAGIA DI BATTISTI CRISTINA (BASELGA DI PINE')",,,,"negozio","46.132854 ","'11.245256","CORSO ROMA, 30",38042,"BASELGA DI PINE'",,"+39 0461 557776 / +39 347 2593509",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"AUTOFFICINA LASES DI TURRI RITA & C (LONA-LASES)",,,,"automoto","46.150465 ","'11.222871","VIA NAZIONALE, 62 LASES",38040,"LONA-LASES",,"+39 0461 687122",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"AUTOFFICINA MOTO PINE' (BASELGA DI PINE')",,,,"automoto","46.1273 ","'11.233916","FRAZIONE TRESSILLA, 51/a BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 557304",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"AUTOFFICINA TECNOAUTO SNC DI GOTTARDI DAVIDE E FABIAO (CEMBRA)",,,,"automoto","46.169251","'11.210193","LOCALITA' PREDOLE, 21 CEMBRA",38034,"CEMBRA",,"+39 0461 680130",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"AUTOFFICINA VALENTINI DI VALENTINI DAVIDE (BASELGA DI PINE')",,,,"automoto","46.15039 ","'11.271371","FRAZIONE CAMPOLONGO, 114 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 557346 / +39 348 3029439",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"Autoservice di Tessadri Patrick & C. Snc",,,,"automoto","46.150167","11.270883","Loc. Campolongo, nr. 119",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Distributore",,,,,,,,,,
"AVI CLAUDIO",,,,"Appartamento Vacanze","'46.1294","'11.2333","Fr. Tressilla - Via Belvedere, 87 ",38042,,,"+ 39 0461 558968","paola.clode@gmail.com",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"AVI LUCIA",,,,"Appartamento Vacanze","'46.13","'11.2344","Fr. Tressilla - Via Belvedere, 112",38042,,,"+ 38 0461 553025","stef.leonardelli@virgilio.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"AVI MARIO",,,,"Appartamento Vacanze","'46.1283","'11.2366","Fr. Tressilla, 21",38042,,,"+ 39 0461 557691",,,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />Supermercato 700 m<br />ristorante 30 m<br />stazione/bus 30 m<br />parco per bambini 30 m<br />lago 1,0 km<br /><br /><strong>INFO APPARTAMENTO</strong><br />Piano terra<br />90 mq<br />4 posti letto&nbsp;<br />casa fino a 4 appartamenti<br />accesso attraverso parti comuni<br />accesso disabili<br />ubicazione in centro abitato<br />arredo: buono<br />buona esposizione dell'edificio",,,,,,,,,,,,,,,,,,
"AZIENDA AGRICOLA ""LE MANDRE""",,,,"Prodotti tipici","46.168062","11.298557","Franz. Bedollo, Via S.Osvaldo, 3/a",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"AZIENDA AGRICOLA BARONE A PRATO PAOLO",,,,"prodotti tipici","46.183138","'11.251027","Loc. Piazzo, 44 ",38047,"SEGONZANO",,"+39 0461 686241",,"+39 0461 686241",,,,,,,,,,,,"Cantina",,,,,,,,,,
"AZIENDA AGRICOLA BIOLOGICA ""MOLINO DEI LESSI""",,,,"prodotti tipici","46.175217","'11.131275","Maso Rosabel, 5 ",38015,"LAVIS",,"+39 0461 870275 ",,,"www.molinodeilessi.com",,,,,,,,,,,"Cantina",,,,,,,,,,
"AZIENDA AGRICOLA DEVIGLI ELIO",,,,"prodotti tipici","46.153601","'11.119965","Maso Belvedere, 1 ",38030,"GIOVO",,"+39 0461 870233  +39 339 2528710","cantinadevigili@hotmail.com",,,,,,,,,,,,,"Cantina",,,,,,,,,,
"AZIENDA AGRICOLA SIMONI FERRUCCIO",,,,"prodotti tipici","46.158268","'11.140582","Fr. Palù, Piazza degli Alpini 14",38030,"GIOVO",,"+39 0461 684381",,"+39 0461 684381",,,,,,,,,,,,"Cantina",,,,,,,,,,
"AZIENDA AGRICOLA ZANOTELLI ELIO & F.LLI",,,,"prodotti tipici","46.174803","'11.221179","V.le 4 Novembre, 52 ",38034,"CEMBRA",,"+39 0461 683131",,,,,,,,,,,,,,"Cantina",,,,,,,,,,
"AZIENDA VINICOLA NICOLODI ALFIO",,,,"prodotti tipici","46.177009","'11.223679","Via Carraia, 22",38034,"CEMBRA",,"+39 0461 683020 +39 335 5270862 ",,,,,,,,,,,,,,"Cantina",,,,,,,,,,
"AZIENDA VITIVINICOLA VILLA CORNIOLE",,,,"prodotti tipici","46.156841","'11.158176","Verla di Giovo, Via al Grec’, 23 ",38030,"GIOVO",,"+39 0461 695067 +39 347 5860178 ","info@villacorniole.com","+39 0461 695228 ","www.villacorniole.com ",,,,,,,,,,,"Cantina",,,,,,,,,,
"BAITA ALPINA",,,,"Ristorante","46.169799","'11.302225","Loc. Pec, 27",38043,"BEDOLLO",,"+39 0461 556033",,,,,,,,,,,,,,,,,,,,,,,,
"BAITA IMPERIALE",,,,"Pizzeria","46.130638","'11.204015","Loc. Pian del Gac’",38040,"FORNACE",,"+39 0461 849202 +39 347 0426302",,,,,,,,,,,,,,,,,,,,,,,,
"BAITA MONTE PAT",,,,"Ristorante","46.221088","'11.344754","Loc. Vernera,1",38048,"SOVER",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR AL LAGO ",,,,"Bar","46.144069","'11.218891","via Nazionale, 18",38040,"LONA-LASES",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR AL LAGO DELLE BUSE",,,,"Bar","46.180313","'11.32333","Fraz. Brusago, Via S.G. Bosco, 9",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar al Portec",,,,"Bar","46.156111","'11.153293","Fraz. Verla, Via principe umberto, 49",38030,"GIOVO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar Alpino",,,,"Bar","46.221322","11.294752","Piazza municipio, 21",38030,"GRUMES",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR BIVIO (BASELGA DI PINE')",,,,"Bar","46.130073","11.244584","VIA C. BATTISTI, 28",38042,"BASELGA DI PINE'",,"+39 0461 557364",,,,,,,,,,,,,,"Posti Telefonici Pubblici",,,,,,,,,,
"Bar CENTRALE",,,,"Bar","46.160929","11.302517","Fraz. Centrale, Via G.Verdi, 46",38043,"BEDOLLO",,"+39 0461 556625",,,,,,,,,,,,,,"Tabacchi",,,,,,,,,,
"Bar da Gigi",,,,"Bar","46.126493","'11.246791","Fr. Miola, Via dei Caduti nr. 24",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR ESSO",,,,"Bar","46.150383","'11.222351","via Nazionale n.59",38040,"LONA-LASES",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar Ezzo",,,,"Bar","46.160221","'11.234395","via Provinciale, 15",38040,"LONA-LASES",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR GENZIANELLA ",,,,"Bar","46.154355","'11.309748","Fraz. Regnana, Via A.Diaz, 6",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR MOCHENA",,,,"Bar","46.08213","'11.195839","FRAZIONE MOCHENA,     2",38053,"CIVEZZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar piccolo paradiso",,,,"Bar","46.133806","'11.257112","Via Lido 27/1",38042,"BASELGA DI PINÉ",,"+39 0461557273 ",,,,,,,,,,,,,,"Noleggio bici",,,,,,,,,,
"BAR PIZZERIA SAINT ROCK (CEMBRA)",,,,"Bar","46.175202","11.222485","VIALE 4 NOVEMBRE, 51",38034,"CEMBRA",,"+39 0461 683030",,,,,,,,,,,,,,"Posti Telefonici Pubblici",,,,,,,,,,
"Bar R.G. al Lago",,,,"Bar","46.140447","'11.256796","Sternigo al lago, 88",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar Segonzano",,,,"Bar","46.191544","11.259397","Fraz. Scancio, 51",38047,"SEGONZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar Serraia",,,,"Bar","46.134713","'11.249222","Loc. Sternigolago, nr. 69",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar Spiaggia",,,,"Bar","46.149305","'11.275168","Loc. Campolongo, nr. 158",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR SPORT",,,,"Bar","46.144968","'11.192928","via S.Antonio n.11",38041,"ALBIANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR SPORT (ALBIANO)",,,,"Bar","46.144957 ","'11.192857","VIA S. ANTONIO, 7",38041,"ALBIANO",,"+39 0461 689610",,,,,,,,,,,,,,"Posti Telefonici Pubblici",,,,,,,,,,
"BAR STELLA",,,,"Bar","46.147949","'11.187904","via S.Antonio n.82",38041,"ALBIANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"BAR STELLA",,,,"Bar","46.089871","'11.18275","PIAZZA S. MARIA,    16",38054,"CIVEZZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar Talpa",,,,"Bar","46.12722","11.249635","Fr. Miola – Via della Cros, 7",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar Vico",,,,"Bar","46.175317","'11.220597","Piazza Marconi, 6",38034,"CEMBRA",,,,,,,,,,,,,,,,,,,,,,,,,,
"Bar, tavola calda BAITA ALPINA",,,,"Bar","46.169799","'11.302225","Via Pec, 27",38043,"BEDOLLO",,,,,,,,,,,,,,,,,,,,,,,,,,
"BASSANO AMERICAN GAME",,,,"negozio","46.083337","11.199099","FRAZIONE MOCHENA,     4/A",38045,"CIVEZZANO",,,,,,,,,,,,,,,,"Sala giochi",,,,,,,,,,
"Bazzanella Renata",,,,"Alimentari","'46.23814","11.325241","Via del lagorai, 30",38048,"SOVER",,,,,,,,,,,,,,,,,,,,,,,,,,
"BEAUTY (LISIGNANO)",,,,"negozio","46.160548 ","'11.187638","VIA PORTICO, 111",38030,"LISIGNAGO",,"+39 0461 683737",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"Bel Bait",,,,"Bar","46.162608","'11.131155","Fr. Palù, Loc. Santa Croce",38030,"GIOVO",,"+39 0461 684111  +39 0461 246480",,,,,,,,,,,,,,,,,,,,,,,,
"BEL BAIT",,,,"Ristorante","46.162608","'11.131155","Fr. Palù, Loc. Santa Croce",38030,"GIOVO",,"+39 0461 684111  +39 0461 246480",,,,,,,,,,,,,,,,,,,,,,,,
"Bianco",,,,"Bar","46.134553","'11.248063","Corso Roma, 121",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"BIBLIOTECA COMUNALE DI ALBIANO",,,,"Biblioteca","46.14318 ","'11.194926","VIA PISETTA, 2 ALBIANO",38041,"ALBIANO",,"+39 0461 689033",,"+39 0461 689048",,,,,,,,,,,,,,,,,,,,,,
"BIBLIOTECA COMUNALE DI BASELGA DI PINE'",,,,"Biblioteca","46.127995","'11.24419","VIA DEL 26 MAGGIO, 10",38042,"BASELGA DI PINE'",,"+39 0461 557951",,"+39 0461 558660",,,,,,,,,,,,,,,,,,,,,,
"BIBLIOTECA COMUNALE DI BEDOLLO",,,,"Biblioteca","46.161915 ","11.303384","VIA GIUSEPPE VERDI, 16 Fraz. CENTRALE",38043,"BEDOLLO",,"+39 0461 556942",,"+39 0461 556942",,,,,,,,,,,,,,,,,,,,,,
"BIBLIOTECA COMUNALE DI CEMBRA",,,,"Biblioteca","46.175304 ","11.220627","VIA LUIGI BONFANTI, 7 CEMBRA",38034,"CEMBRA",,"+39 0461 683096",,"+39 0461 683096",,,,,,,,,,,,,,,,,,,,,,
"BIBLIOTECA COMUNALE DI CIVEZZANO",,,,"Biblioteca","46.088678 ","'11.181939","VIA C. BATTISTI, 1 CIVEZZANO",38045,"CIVEZZANO",,"+39 0461 858400",,,,,,,,,,,,,,,,,,,,,,,,
"BIBLIOTECA COMUNALE DI FORNACE",,,,"Biblioteca","46.117023","'11.205888","PIAZZETTA SALVADORI, 1 FORNACE",38040,"FORNACE",,"+39 0461 853049",,,,,,,,,,,,,,,,,,,,,,,,
"BIBLIOTECA COMUNALE DI GIOVO",,,,"Biblioteca","46.157627","11.154821","VIA GREC, 2 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684735",,,,,,,,,,,,,,,,,,,,,,,,
"BIBLIOTECA COMUNALE DI LONA/LASES",,,,"Biblioteca","46.146336","'11.218982","VIA MASERI, 2 LONA-LASES",38040,"LONA-LASES",,"+39 0461 689198",,,,,,,,,,,,,,,,,,,,,,,,
"BIO HOTEL  BRUSAGO VITAL & WELLNESS ",,,,"Centro Wellness","'46.1828","'11.3255","PIAZZA ROSMINI, 2 Fraz. BRUSAGO",38043,"BEDOLLO",,"+39 0461 556646","info@hotelbrusago.net","+39 0461 555298","www.hotelbrusago.net",,,,,,,,,,,,,,,,,,,,,
"BIO HOTEL BRUSAGO",,,,"Bar","'46.1828","'11.3255","Fraz. Brusago, p.zza A.Rosmini,2",38043,"BEDOLLO",,"info@hotelbrusago.net","+39 0461 555298","www.hotelbrusago.net",,,,,,,,,,,,,,,,,,,,,,
"Biotopo Laghestel",,"Il Laghestel è una riserva naturalistica istituita dal Comune di Baselga di Pine' costituita da un lago quasi completamente intorbato e trasformato in palude, nel quale, però permane ancora uno specchio d'acqua residuo, di discrete dimensioni, circondato da un ampio canneto.","The “Laghestel” is a natural reserve founded by the Municipality of Baselga di Piné. It is defined as a “peat-bog basin”, since it is in fact an ancient lake which has almost completely become a peat bog in which, however, there is still a residual lake of a fair size, surrounded by an extensive reed bed. The peat bog is ""U"" shaped, open to the south, and at the end of the western most branch there is a small lake after which the whole area is named. ","Attrazione naturale","'46.11487","'11.2258",,,,,,,,,,,,,,,,,,,"Biotopo",,,,,,,,,,
"Biotopo Le Grave",,"Non lontano dal lago di S. Colomba si trova la piccola area protetta denominata &ldquo;Le Grave&rdquo;, tutelata in qualit&agrave; di biotopo di interesse provinciale dal 1988. Si tratta di una zona che ospita rare specie vegetali e animali, come piccoli &ldquo;bonsai&rdquo; naturali.","Not far from St. Colomba Lake there is a small protected area called “Le Grave”. It has been a provincial biotope since 1988. It is an area where there is an unusual situation with a small peat bog which is the habitat of rare vegetal and animal species, overlooked by a small hill covered with stunted Scotch pines, real natural bonsai trees. ","Attrazione naturale","'46.12397","'11.178523",,,,,,,,,,,,,,,,,,,"Biotopo",,,,,,,,,,
"Biotopo Lona Lases e buche del ghiaccio",,"La Val Fredda, nel biotopo di Lona Lases, &egrave; caratterizzata dalla presenza di fessure e cavit&agrave;, poste alla base di un&rsquo;antica frana, dalle quali fuoriesce continuamente aria fredda, che consente la formazione di ghiaccio durante tutto l&rsquo;anno.","The “Lona-Lases” biotope actually covers 3 separate areas with very different environments. Walking along path C46 near Lases Lake, one can observe various particular natural environments of great botanic and geological interest: the biotope south of the lake, the Palù Redont and the Val Fredda with the phenomenon of the holes in the ice. The Val Fredda features cracks and cavities at the base of an ancient landslide, from which cold air issues continuously causing the formation of ice throughout the year. ","Attrazione naturale","'46.142994","'11.222609",,,,,,,,,,,,,,,,,,,"Biotopo",,,,,,,,,,
"BORTOLOTTI ARMANDO",,,,"Appartamento Vacanze","'46.1325","'11.2377","Via Municipio Vecchio, 8",38042,,,"+39 0461 557370","debora.bortolotti@inwind.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"BORTOLOTTI IVO",,,,"Appartamento Vacanze","'46.1305042","'11.2441154","Via Marconi, 14",38042,,,"+39 0461 557264","bortolottifrancy@gmail.com","+39 0461 557264",,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span""> 100 m<span style=""white-space: pre;"" class=""Apple-tab-span""> <br />farmacia<span style=""white-space: pre;"" class=""Apple-tab-span""> 400 m<span style=""white-space: pre;"" class=""Apple-tab-span""> <br />ristorante<span style=""white-space: pre;"" class=""Apple-tab-span""> 80 m<span style=""white-space: pre;"" class=""Apple-tab-span""> <br />stazione/ bus<span style=""white-space: pre;"" class=""Apple-tab-span""> 50 m<span style=""white-space: pre;"" class=""Apple-tab-span""> <br />lago<span style=""white-space: pre;"" class=""Apple-tab-span""> 500 m<span style=""white-space: pre;"" class=""Apple-tab-span""> <br /><br /><strong>INFO APPARTAMENTO</strong>&nbsp;<br />Secondo piano<br />60 mq<br />4 posti letto<br />casa fino a 4 appartamenti<br />accesso attraverso parti comuni<br />ubicazione in centro abitato<br />buona esposizione dell&rsquo;edificio<br />arredo discreto""",,,,,,,,,,,,,,,,,,
"BORTOLOTTI LORENZO",,,,"Appartamento Vacanze","'46.1441","'11.2608","Fr. Rizzolaga, 5/1",38042,,,"+39 349 5755080","bortolotti.lorenzo@alice.it",,,,,"<strong>DISTANZE DAI SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"BRAGHIROLI TOMASI ALESSANDRA",,,,"Appartamento Vacanze","'46.135","'11.2491","Via della Serraia, 9",38042,,,"+39 348 5730510","alessandrabraghiroli@tiscali.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span class=Apple-tab-span"" style=""white-space: pre;""> 30 m<br />farmacia<span class=""Apple-tab-span"" style=""white-space: pre;""> 100 m<br />pizzeria/ristorante<span class=""Apple-tab-span"" style=""white-space: pre;""> 5 m<br />stazione/bus<span class=""Apple-tab-span"" style=""white-space: pre;""> 20 m<br />lago<span class=""Apple-tab-span"" style=""white-space: pre;""> 20 m<br /><span class=""Apple-tab-span"" style=""white-space: pre;"">&nbsp;<br /><strong>INFO APPARTAMENTO</strong><span class=""Apple-tab-span"" style=""white-space: pre;""><strong> </strong><br />primo piano<br />63 mq<br />4 posti letto&nbsp;<br />casa con pi&ugrave; di 4 appartamenti<br />accesso attraverso parti comuni<br />accesso disabili&nbsp;<br />ubicazione in centro abitato<br />buona esposizione dell'edificio<br />arredo buono""",,,,,,,,,,,,,,,,,,
"BRESSANINI IDA (BASELGA DI PINE')",,,,"negozio","46.133813 ","'11.248421","VIA C. BATTISTI, 100",38042,"BASELGA DI PINE'",,"+39 0461 557383",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"Broseghini Caterina",,,,"tabacchino","46.134497","11.248991","Via C. Battisti nr. 121",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Edicola",,,,,,,,,,
"BROSEGHINI FABIO",,,,"Appartamento Vacanze","'46.1308","' 11.2455","Via Cesare Battisti, 21",38042,,,"+39 0461 557897","fabio.broseghini@gmail.com",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"CA' DEI BOCI - Ristorante Romantik Hotel Posta 1899",,,,"Ristorante","46.098624","11.235974","VIA D. TARGA, 1 Fraz. MONTAGNAGA",38040,"BASELGA DI PINE'",,"+39 0461 558322","info@alpostahotel.com","+39 0461 558952","www.postahotel1899.it",,,,,,,,,,,,,,,,,,,,,
"CA' DEI SONI",,,,"Appartamento Vacanze","'46.1086","'11.2402","Via Grill, 5 – Fr. Montagnaga",38042,,,"+39 0464 555034 ","massimo.tonelli@cr-altogarda.ne",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Cafè Centro",,,,"Bar","46.157014","'11.152638","Fraz. Verla,  Via principe umberto, 2",38030,"GIOVO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Caffè piccolo paradiso",,,,"Bar","46.133828","'11.257107","Via del lido, 4",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"CAFFE' BREAK",,,,"Bar","46.145899","'11.219779","via Nazionale n.46",38040,"LONA-LASES",,,,,,,,,,,,,,,,,,,,,,,,,,
"Caldonazzi Nicoletta",,,,"Bar","46.176346","'11.211987","Loc. Stont",38034,"CEMBRA",,,,,,,,,,,,,,,,,,,,,,,,,,
"Callegari Fulvio ",,,,"abbigliamento","46.174387","11.218958","Viale IV Novembre, 5",38034,"CEMBRA",,,,,,,,,,,,,,,,"Abbigliamento ",,,,,,,,,,
"Calzature Carlin Luigi e c. Sas",,,,"abbigliamento","46.098591","11.236052","Fr. Montagnaga Via Pergine nr. 14",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Calzature",,,,,,,,,,
"Calzature Molinari",,,,"abbigliamento","46.088699","11.180879","Via Roma, 16",38061,"CIVEZZANO",,,,,,,,,,,,,,,,"Calzature",,,,,,,,,,
"CALZATURE SVALDI",,,,"abbigliamento","46.161835","11.303649","Fraz. Centrale, Via G.Verdi, 29",38043,"BEDOLLO",,,,,,,,,,,,,,,,"Calzature",,,,,,,,,,
"CAMPING CANE' IN FIORE",,"Benvenuti al Camping Canè in Fiore, un ambiente immerso nei boschi dell'Altipiano di Pine', che Vi saprà offrire la tranquillit&agrave; ed i confort ideali per un'ottima vacanza. Apprezzerete sicuramente il silenzio che Vi circonda, l'aria frizzante della montagna, le limpide acque dei laghi e la tipica cucina del nostro ristorante. Nel Campeggio si possono trovare varie strutture di ritrovo per soddisfare le diverse esigenze di svago dell'ospite: un parco giochi immerso nel verde per il divertimento dei bambini; un ampia terrazza coperta dotata di tavoli da gioco (ping pong, calcetto, videogiochi, maxi schermo) utilizzabile anche per le varie attività di animazione nel periodo estivo.Disponiamo di dieci Bungalow, otto in muratura e due in legno attrezzati di angolo cottura, stanza matrimoniale, bagno con doccia e una stanza da pranzo. Vengono forniti gli utensili da cucina e le coperte. Si possono trovare a 1 km. maneggio - pattinaggio ghiaccio - tiro con l'arco - lago.","Welome to the Camping Cane’ In Fiore, a small family run camping nestled in the woods of the Altipiano di Pine', which will give you the peace and comfort ideal for a great holiday.
You will enjoy the silence that surrounds you, the clean mountain air, the limpid waters of the lakes and the typical cuisine of our restaurant.
Located at about 1000 meters (about 3200 ft) altitude and ideal for relaxing holiday periods or as a base point in making the most' challenging sporting activities and simply trekking to discover Trentino - Alto Adige.
And remember, Camping Cane’ In Fiore his restaurant and pizzeria with its services is open all year","Camping","'46.12019","'11.261748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPING PINETA",,"Situato in riva al Lago di Piazze in una zona tranquilla e soleggiata, favorita da un clima mite e secco. Disposto su di un'area a terrazze panoramiche con fondo erboso contornato da una stupenda pineta di abeti. E' dotato di albergo , bar, ristorante con cucina tipica, sala ritrovo , sala giochi e bocce. Moderni servizi igenici acqua calda. Punto di partenza per passeggiate nei boschi, innumerevoli escursioni e gite sulle Dolomiti. Offre la possibilit&agrave; di balneazione nel lago, pesca alla trota e windsurf. Nelle vicinanze campi da tennis, centro con attrezzature sportive e tutti i maggiori servizi utili al turista.","Car: Bedollo can easily be reached from north and south along the Brennero state road 12 and the motorway A22 (exit Trento Center, 25,5 km distance from the toll gate), then along the Valsugana state road SS 47 in direction of Pergine Valsugana to the Mochena turning, then along the Pin\303\250 SP 83 to the village. \n\nPublic transport:  \nYou can get to Trento FS station (25,5 km) directly from where connections to Bedollo are ensured by a bus service. \n\nAirplane: \nThe nearest airports are Verona Catullo, Venice Marco Polo and the new airport of Bolzano.","Camping","'46.1536","'11.2867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAMPING VERDE BLU",,"Campeggio a conduzione diretta e familiare. Apertura dal 15/6 al 15/9, area campeggio 6.500 mq con recinto e illuminazione, dislocazione a gradinate causa la pendenza del terreno. L&acute;altopiano a 1000 mt di altitudine dista 20 km da Trento, mezzora dalle Dolomiti e 2 ore da Venezia. Due laghi che danno bellezza al paesaggio, uno dei quali dista 100 mt dal campeggio ed &egrave; possibile nuotare. Le comode passeggiate e le escursioni di media e alta montagna contentano in genere i clienti. Il campeggio &egrave; dotato di 3 gruppi di servizi , bar, ristorante, sale ritrovo con caminetto, telefono, camere, bungalows, case mobili, centro sportivi a 2 km. Si possono trovare a: 1 km. giornalaio - campi tennis - campi bocce - campo calcio 2 km. scuola surf estiva - pattinaggio ghiaccio - tiro con l&acute;arco","Car: \nBedollo can easily be reached from north and south along the Brennero state road 12 and the motorway A22 (exit Trento Center, 25,5 km distance from the toll gate), then along the Valsugana state road SS 47 in direction of Pergine Valsugana to the Mochena turning, then along the Pin\303\250 SP 83 to the village. \n\nPublic transport: \nYou can get to Trento FS station (25,5 km) directly from where connections to Bedollo are ensured by a bus service. \n\nAirplane: \nThe nearest airports are Verona Catullo, Venice Marco Polo and the new airport of Bolzano.","Camping","'46.1529","'11.2871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANE' IN FIORE",,,,"Ristorante","'46.12019","'11.261748","LOC. CANE', 241/1",38042,"BASELGA DI PINE'",,"+39 0461 558270","info@caneinfiore.it","+39 0461 557676","www.caneinfiore.it",,,,,,,,,,,,,,,,,,,,,
"CANTINA DELL'AZIENDA AGRICOLA MASO CANTANGHEL",,,,"Prodotti tipici","46.087856","'11.17972","Via Madonnina, 33",38045,"CIVEZZANO",,"+39 0461 246353",,,,,,,,,,,,,,"Cantina",,,,,,,,,,
